Unnamed: 0,소재지(시군구)별,인구현황별,항목,단위,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,Unnamed: 20
910,강릉시,전체인구(A),도시지역 인구현황(시군구),명,224391.0,222016.0,220484.0,218399.0,217464.0,218503.0,217571.0,217741.0,216806.0,215807.0,214560.0,213846.0,213952.0,212957.0,213442.0,213321.0,
917,동해시,전체인구(A),도시지역 인구현황(시군구),명,99230.0,97497.0,96652.0,95652.0,95271.0,95236.0,95804.0,93897.0,95143.0,94562.0,93895.0,93297.0,92851.0,91272.0,90522.0,90593.0,
924,태백시,전체인구(A),도시지역 인구현황(시군구),명,52463.0,51593.0,51490.0,51028.0,50424.0,50864.0,50176.0,49493.0,48794.0,48258.0,47501.0,47070.0,45888.0,44858.0,43866.0,42719.0,
931,속초시,전체인구(A),도시지역 인구현황(시군구),명,87124.0,86073.0,85370.0,84599.0,83822.0,84302.0,83745.0,83579.0,83109.0,82432.0,81992.0,81793.0,82273.0,81682.0,81786.0,82665.0,
938,삼척시,전체인구(A),도시지역 인구현황(시군구),명,73134.0,71750.0,70791.0,70954.0,71935.0,72046.0,72312.0,72463.0,73023.0,72314.0,70839.0,69599.0,68514.0,68326.0,67228.0,65243.0,
945,홍천군,전체인구(A),도시지역 인구현황(시군구),명,70811.0,70037.0,70142.0,70360.0,69606.0,69893.0,69899.0,69727.0,70638.0,70451.0,70336.0,70076.0,70340.0,69949.0,69150.0,69242.0,
952,횡성군,전체인구(A),도시지역 인구현황(시군구),명,43678.0,42982.0,43176.0,43413.0,44121.0,44254.0,44360.0,44615.0,44937.0,45373.0,45777.0,45991.0,46281.0,46726.0,46575.0,46472.0,
959,영월군,전체인구(A),도시지역 인구현황(시군구),명,41538.0,40511.0,40290.0,40201.0,40265.0,40407.0,40199.0,40155.0,40150.0,40191.0,40216.0,40073.0,40067.0,39730.0,39127.0,38662.0,
966,평창군,전체인구(A),도시지역 인구현황(시군구),명,45033.0,44332.0,44003.0,43706.0,43634.0,43622.0,43577.0,43627.0,43666.0,43660.0,43500.0,43318.0,43092.0,42610.0,42106.0,41681.0,
973,정선군,전체인구(A),도시지역 인구현황(시군구),명,44203.0,43186.0,41806.0,41269.0,40708.0,41045.0,40181.0,39915.0,39985.0,39425.0,39197.0,38718.0,38173.0,37700.0,37271.0,36870.0,
980,철원군,전체인구(A),도시지역 인구현황(시군구),명,48933.0,48024.0,47420.0,47724.0,47669.0,48928.0,48084.0,47968.0,47473.0,47590.0,48799.0,48013.0,47185.0,46413.0,45584.0,44699.0,
987,화천군,전체인구(A),도시지역 인구현황(시군구),명,23732.0,23317.0,22944.0,24110.0,24216.0,24364.0,24945.0,25020.0,25079.0,27143.0,27020.0,26264.0,26022.0,25084.0,24917.0,24857.0,
994,양구군,전체인구(A),도시지역 인구현황(시군구),명,21480.0,21269.0,21401.0,21303.0,21323.0,21843.0,22285.0,22799.0,23594.0,23888.0,24089.0,24010.0,23835.0,23408.0,22764.0,22278.0,
1001,인제군,전체인구(A),도시지역 인구현황(시군구),명,32811.0,32493.0,32079.0,31620.0,31452.0,31842.0,31970.0,32456.0,32517.0,32475.0,33255.0,32720.0,32582.0,32136.0,31672.0,31694.0,
1008,고성군,전체인구(A),도시지역 인구현황(시군구),명,31964.0,31285.0,30383.0,30172.0,30272.0,30112.0,30057.0,30124.0,30398.0,30269.0,30060.0,30114.0,30029.0,28144.0,27260.0,26757.0,
1015,양양군,전체인구(A),도시지역 인구현황(시군구),명,29132.0,28661.0,28472.0,28115.0,27957.0,27929.0,27942.0,27802.0,27659.0,27521.0,27479.0,27218.0,27207.0,27347.0,27726.0,27946.0,
1022,충청북도,전체인구(A),도시지역 인구현황(시군구),명,1488803.0,1494559.0,1506608.0,1519587.0,1527478.0,1549528.0,1562903.0,1565628.0,1572732.0,1578933.0,1583952.0,1591625.0,1594432.0,1599252.0,1600007.0,1600837.0,
1029,충청북도,전체인구(A),도시지역 인구현황(시군구),명,,,,0.0,0.0,,0.0,,,,,,,,,,
1036,청주시,전체인구(A),도시지역 인구현황(시군구),명,630939.0,626679.0,633286.0,638663.0,643161.0,655971.0,661946.0,666852.0,672904.0,831521.0,831912.0,835197.0,835590.0,837749.0,839566.0,844993.0,
1043,충주시,전체인구(A),도시지역 인구현황(시군구),명,205907.0,204610.0,205064.0,206372.0,206613.0,208481.0,208433.0,208447.0,208115.0,208527.0,207913.0,208350.0,208316.0,210504.0,210737.0,210186.0,
1050,제천시,전체인구(A),도시지역 인구현황(시군구),명,138201.0,136398.0,136218.0,135738.0,135580.0,137264.0,137689.0,137521.0,137204.0,136805.0,136138.0,136517.0,136432.0,135386.0,134617.0,133018.0,
1057,청원군,전체인구(A),도시지역 인구현황(시군구),명,119784.0,136538.0,143021.0,148063.0,149783.0,152944.0,158369.0,154780.0,155002.0,,,,,,,,
1064,보은군,전체인구(A),도시지역 인구현황(시군구),명,37114.0,36293.0,35354.0,35069.0,34845.0,34956.0,34717.0,34438.0,34318.0,34240.0,34296.0,34221.0,34053.0,33680.0,32949.0,32412.0,
1071,옥천군,전체인구(A),도시지역 인구현황(시군구),명,55610.0,54923.0,54608.0,54475.0,54117.0,54025.0,53496.0,53244.0,52763.0,52469.0,52404.0,52267.0,51766.0,51465.0,51023.0,50527.0,
1078,영동군,전체인구(A),도시지역 인구현황(시군구),명,51800.0,50819.0,50131.0,50276.0,50426.0,50523.0,50621.0,50663.0,50539.0,50803.0,50693.0,50552.0,50240.0,49715.0,48738.0,47475.0,
1085,진천군,전체인구(A),도시지역 인구현황(시군구),명,60155.0,60111.0,60154.0,60715.0,61456.0,62094.0,63051.0,63458.0,64606.0,65174.0,67981.0,69950.0,73677.0,78218.0,81084.0,83718.0,
1092,괴산군,전체인구(A),도시지역 인구현황(시군구),명,38595.0,37570.0,36873.0,36566.0,36775.0,36827.0,37333.0,37713.0,38059.0,38351.0,38787.0,38973.0,39054.0,39133.0,39163.0,39393.0,
1099,음성군,전체인구(A),도시지역 인구현황(시군구),명,85969.0,86789.0,88355.0,89542.0,89716.0,91093.0,91644.0,92980.0,93505.0,95324.0,96396.0,97787.0,97306.0,95830.0,94982.0,93153.0,
1106,단양군,전체인구(A),도시지역 인구현황(시군구),명,34122.0,33346.0,32399.0,31929.0,31842.0,31817.0,31595.0,31253.0,31171.0,30948.0,30761.0,30503.0,30215.0,30255.0,29756.0,29155.0,
1113,증평군,전체인구(A),도시지역 인구현황(시군구),명,30607.0,30483.0,31145.0,32179.0,33164.0,33533.0,34009.0,34279.0,34546.0,34771.0,36671.0,37308.0,37783.0,37317.0,37392.0,36807.0,
1120,충청남도,전체인구(A),도시지역 인구현황(시군구),명,1962646.0,1974433.0,1995531.0,2018537.0,2037582.0,2075514.0,2101284.0,2028777.0,2047631.0,2062273.0,2077649.0,2096727.0,2116770.0,2126282.0,2123709.0,2121029.0,
1127,충청남도,전체인구(A),도시지역 인구현황(시군구),명,,,,0.0,0.0,,0.0,,,,,,,,,,
1134,천안시,전체인구(A),도시지역 인구현황(시군구),명,512482.0,523323.0,531956.0,537698.0,540832.0,557673.0,571377.0,581988.0,591089.0,598346.0,605776.0,617955.0,631531.0,646075.0,652258.0,658808.0,
1141,공주시,전체인구(A),도시지역 인구현황(시군구),명,129489.0,128330.0,126612.0,125143.0,124172.0,124930.0,124748.0,117298.0,116369.0,113621.0,111261.0,109931.0,108432.0,107581.0,106474.0,104545.0,
1148,보령시,전체인구(A),도시지역 인구현황(시군구),명,108056.0,107591.0,107637.0,106885.0,106754.0,107346.0,106421.0,105559.0,104938.0,104321.0,104754.0,103873.0,103198.0,101990.0,101114.0,100229.0,
1155,아산시,전체인구(A),도시지역 인구현황(시군구),명,204431.0,211560.0,221490.0,240942.0,256449.0,265191.0,274523.0,280490.0,287073.0,293954.0,297737.0,302929.0,311453.0,312822.0,314395.0,316129.0,
1162,서산시,전체인구(A),도시지역 인구현황(시군구),명,150294.0,150889.0,153569.0,156867.0,158886.0,160468.0,161489.0,163315.0,165837.0,167611.0,170099.0,170788.0,171678.0,174162.0,174690.0,175591.0,
1169,논산시,전체인구(A),도시지역 인구현황(시군구),명,134217.0,131466.0,129486.0,127797.0,127097.0,127507.0,127533.0,126653.0,125844.0,124784.0,124232.0,123213.0,122240.0,120230.0,118842.0,116675.0,
1176,계룡시,전체인구(A),도시지역 인구현황(시군구),명,34370.0,36846.0,37775.0,41411.0,42760.0,43088.0,42942.0,41550.0,40957.0,40552.0,41730.0,42634.0,43967.0,43731.0,42971.0,42822.0,
1183,당진시,전체인구(A),도시지역 인구현황(시군구),명,,,,,,,,155104.0,159615.0,162844.0,165122.0,166630.0,167439.0,167770.0,167042.0,166249.0,
1190,당진군,전체인구(A),도시지역 인구현황(시군구),명,120483.0,124925.0,136254.0,136432.0,138798.0,144903.0,150219.0,,,,,,,,,,
1197,금산군,전체인구(A),도시지역 인구현황(시군구),명,58378.0,57552.0,57690.0,56740.0,56220.0,56555.0,56030.0,55715.0,55441.0,55166.0,54879.0,54612.0,53894.0,53222.0,52257.0,51413.0,
1204,연기군,전체인구(A),도시지역 인구현황(시군구),명,84308.0,82747.0,79977.0,78645.0,79482.0,81871.0,82890.0,,,,,,,,,,
1211,부여군,전체인구(A),도시지역 인구현황(시군구),명,81430.0,79595.0,77916.0,76687.0,75564.0,75029.0,74004.0,73259.0,72547.0,71754.0,71143.0,70187.0,69086.0,68078.0,66740.0,65354.0,
1218,서천군,전체인구(A),도시지역 인구현황(시군구),명,64322.0,62629.0,61168.0,60507.0,60066.0,60085.0,59541.0,58920.0,58441.0,57713.0,56910.0,56012.0,55175.0,53922.0,52805.0,51866.0,
1225,청양군,전체인구(A),도시지역 인구현황(시군구),명,34921.0,34086.0,33604.0,33062.0,32613.0,32541.0,32291.0,32087.0,32155.0,32248.0,32485.0,32753.0,32837.0,32296.0,31717.0,30948.0,
1232,홍성군,전체인구(A),도시지역 인구현황(시군구),명,90931.0,89555.0,88685.0,88176.0,87631.0,88078.0,88108.0,88415.0,89704.0,91866.0,94553.0,99971.0,101570.0,101082.0,100423.0,100102.0,
1239,예산군,전체인구(A),도시지역 인구현황(시군구),명,90740.0,89585.0,88670.0,88144.0,87163.0,87002.0,86421.0,85876.0,85205.0,84919.0,83484.0,81339.0,80338.0,80083.0,79238.0,78084.0,
1246,태안군,전체인구(A),도시지역 인구현황(시군구),명,63794.0,63754.0,63042.0,63401.0,63095.0,63247.0,62747.0,62548.0,62416.0,62574.0,63484.0,63900.0,63932.0,63238.0,62743.0,62214.0,
1253,전라북도,전체인구(A),도시지역 인구현황(시군구),명,1885335.0,1868365.0,1862277.0,1855772.0,1854508.0,1868963.0,1874031.0,1873341.0,1872965.0,1871560.0,1869711.0,1864791.0,1854607.0,1836832.0,1818917.0,1804104.0,
1260,전라북도,전체인구(A),도시지역 인구현황(시군구),명,,,,0.0,0.0,,0.0,,,,,,,,,,
1267,전주시,전체인구(A),도시지역 인구현황(시군구),명,621749.0,624849.0,623926.0,631532.0,635007.0,641525.0,645894.0,648863.0,650082.0,652877.0,652282.0,651744.0,648964.0,651091.0,654394.0,657432.0,
1274,군산시,전체인구(A),도시지역 인구현황(시군구),명,263120.0,260989.0,260562.0,263845.0,266922.0,272601.0,275659.0,278341.0,278319.0,278098.0,278398.0,277551.0,274997.0,272645.0,270131.0,267859.0,
1281,익산시,전체인구(A),도시지역 인구현황(시군구),명,318506.0,315094.0,313590.0,309269.0,306669.0,307289.0,309804.0,306469.0,306539.0,304117.0,302061.0,300479.0,300187.0,294062.0,287771.0,282276.0,
1288,정읍시,전체인구(A),도시지역 인구현황(시군구),명,129050.0,126249.0,124239.0,122842.0,121545.0,122000.0,120466.0,119392.0,118328.0,117183.0,115977.0,115173.0,113776.0,112169.0,110541.0,108508.0,
1295,남원시,전체인구(A),도시지역 인구현황(시군구),명,93670.0,91265.0,89247.0,88356.0,87675.0,87775.0,87455.0,87000.0,86460.0,85643.0,84856.0,84188.0,83281.0,82554.0,81441.0,80662.0,
1302,김제시,전체인구(A),도시지역 인구현황(시군구),명,102720.0,100238.0,97615.0,95807.0,94770.0,94346.0,93111.0,92317.0,91218.0,90108.0,88721.0,87782.0,86926.0,85331.0,83895.0,82450.0,
1309,완주군,전체인구(A),도시지역 인구현황(시군구),명,83651.0,83199.0,82972.0,83757.0,83885.0,85119.0,84660.0,86164.0,86978.0,90377.0,95303.0,95480.0,95975.0,94444.0,92220.0,91609.0,
1316,진안군,전체인구(A),도시지역 인구현황(시군구),명,29021.0,27122.0,30250.0,27230.0,27558.0,27543.0,28473.0,26963.0,26703.0,26474.0,26203.0,26069.0,26271.0,25963.0,25697.0,25394.0,
1323,무주군,전체인구(A),도시지역 인구현황(시군구),명,25876.0,25417.0,26361.0,26017.0,25811.0,25578.0,25863.0,25321.0,25398.0,25390.0,25220.0,24949.0,24809.0,24589.0,24303.0,24036.0,
1330,장수군,전체인구(A),도시지역 인구현황(시군구),명,24755.0,24209.0,26687.0,23864.0,23478.0,23386.0,23215.0,23191.0,23243.0,23335.0,23277.0,23628.0,23003.0,23221.0,22441.0,22085.0,
1337,임실군,전체인구(A),도시지역 인구현황(시군구),명,32511.0,31976.0,31952.0,31133.0,30703.0,30593.0,30789.0,29956.0,29739.0,29966.0,30271.0,30197.0,30162.0,30072.0,28902.0,27314.0,
1344,순창군,전체인구(A),도시지역 인구현황(시군구),명,32012.0,32485.0,32035.0,30920.0,30179.0,30209.0,29497.0,30055.0,30272.0,30368.0,30248.0,29949.0,29698.0,29209.0,28382.0,27810.0,
1351,고창군,전체인구(A),도시지역 인구현황(시군구),명,63676.0,62030.0,60962.0,60328.0,60102.0,60861.0,60065.0,60440.0,60522.0,60090.0,60046.0,60597.0,60472.0,57041.0,55504.0,54529.0,
1358,부안군,전체인구(A),도시지역 인구현황(시군구),명,65018.0,63243.0,61879.0,60872.0,60204.0,60138.0,59080.0,58869.0,59164.0,57534.0,56848.0,57005.0,56086.0,54441.0,53295.0,52140.0,
1365,전라남도,전체인구(A),도시지역 인구현황(시군구),명,1967205.0,1942925.0,1929836.0,1919000.0,1913004.0,1918485.0,1914339.0,1909618.0,1907172.0,1905780.0,1908996.0,1903914.0,1896424.0,1882970.0,1868745.0,1851549.0,
1372,전라남도,전체인구(A),도시지역 인구현황(시군구),명,,,,0.0,0.0,,0.0,,,,,,,,,,
1379,목포시,전체인구(A),도시지역 인구현황(시군구),명,242988.0,241679.0,243312.0,245651.0,244339.0,245422.0,244871.0,245073.0,240936.0,239109.0,238382.0,237739.0,234379.0,232327.0,229861.0,224044.0,
1386,여수시,전체인구(A),도시지역 인구현황(시군구),명,301389.0,297489.0,295439.0,295133.0,293546.0,293488.0,292750.0,292217.0,291366.0,290900.0,290168.0,288988.0,286382.0,283300.0,282786.0,280242.0,
1393,순천시,전체인구(A),도시지역 인구현황(시군구),명,270934.0,269940.0,270380.0,269429.0,269516.0,272620.0,272201.0,273798.0,275668.0,277188.0,278765.0,278548.0,279331.0,279389.0,279598.0,282189.0,
1400,나주시,전체인구(A),도시지역 인구현황(시군구),명,97980.0,96417.0,95439.0,92884.0,90875.0,90118.0,88243.0,88067.0,87754.0,90669.0,98182.0,104376.0,110110.0,113839.0,114664.0,115613.0,
1407,광양시,전체인구(A),도시지역 인구현황(시군구),명,138098.0,138237.0,138865.0,141388.0,143461.0,145512.0,150725.0,150837.0,151621.0,152097.0,153587.0,155580.0,155857.0,156564.0,156750.0,151769.0,
1414,담양군,전체인구(A),도시지역 인구현황(시군구),명,50364.0,50332.0,50441.0,48347.0,47286.0,47808.0,47819.0,47612.0,47365.0,47177.0,47009.0,47229.0,47285.0,46917.0,46535.0,46280.0,
1421,곡성군,전체인구(A),도시지역 인구현황(시군구),명,34157.0,33631.0,33311.0,32608.0,32084.0,31886.0,31332.0,30878.0,31009.0,30732.0,30672.0,30400.0,30131.0,29624.0,28887.0,28039.0,
1428,구례군,전체인구(A),도시지역 인구현황(시군구),명,29577.0,28837.0,28203.0,27703.0,27518.0,27375.0,27422.0,27077.0,27115.0,27170.0,27308.0,27412.0,27525.0,27117.0,26563.0,25719.0,
1435,고흥군,전체인구(A),도시지역 인구현황(시군구),명,83830.0,81068.0,78589.0,76605.0,75127.0,73924.0,72607.0,71560.0,70631.0,69641.0,68601.0,67656.0,66736.0,65777.0,64913.0,63922.0,
1442,보성군,전체인구(A),도시지역 인구현황(시군구),명,53145.0,51948.0,50921.0,50004.0,49048.0,48792.0,47894.0,47050.0,46385.0,45882.0,45349.0,44469.0,43755.0,42803.0,41420.0,40482.0,
1449,화순군,전체인구(A),도시지역 인구현황(시군구),명,73673.0,72615.0,71551.0,70327.0,69675.0,69368.0,68985.0,68378.0,67829.0,66772.0,65848.0,65303.0,64680.0,63933.0,62737.0,62522.0,
1456,장흥군,전체인구(A),도시지역 인구현황(시군구),명,45542.0,44451.0,43468.0,42783.0,42097.0,42394.0,42552.0,42672.0,43004.0,43190.0,43513.0,40669.0,40136.0,39312.0,38563.0,37800.0,
1463,강진군,전체인구(A),도시지역 인구현황(시군구),명,42696.0,41938.0,41352.0,41153.0,41164.0,41624.0,41599.0,40241.0,40079.0,39861.0,38758.0,37753.0,36868.0,36144.0,35286.0,34597.0,
1470,해남군,전체인구(A),도시지역 인구현황(시군구),명,86238.0,84338.0,82529.0,81043.0,81148.0,79579.0,78346.0,78150.0,77684.0,76981.0,76194.0,75121.0,73604.0,71901.0,70354.0,68806.0,
1477,영암군,전체인구(A),도시지역 인구현황(시군구),명,62004.0,61546.0,60742.0,60106.0,59837.0,60082.0,60139.0,59997.0,59061.0,58852.0,58137.0,57045.0,55616.0,54731.0,54593.0,53699.0,
1484,무안군,전체인구(A),도시지역 인구현황(시군구),명,61915.0,61766.0,63674.0,66598.0,72417.0,74475.0,75718.0,75741.0,79367.0,81696.0,82236.0,82109.0,82872.0,81991.0,81105.0,86132.0,
1491,함평군,전체인구(A),도시지역 인구현황(시군구),명,40189.0,38647.0,37998.0,37432.0,37089.0,36702.0,36134.0,35780.0,35610.0,35090.0,34876.0,34397.0,34328.0,33420.0,32861.0,32050.0,
1498,영광군,전체인구(A),도시지역 인구현황(시군구),명,61500.0,60045.0,58837.0,58075.0,57037.0,57362.0,56863.0,57224.0,57617.0,56833.0,56267.0,55618.0,54774.0,54127.0,53852.0,53099.0,
1505,장성군,전체인구(A),도시지역 인구현황(시군구),명,49165.0,47870.0,47410.0,46602.0,46214.0,46514.0,46245.0,46289.0,46292.0,46273.0,46360.0,46104.0,46111.0,45795.0,45739.0,44464.0,
1512,완도군,전체인구(A),도시지역 인구현황(시군구),명,58841.0,57464.0,56201.0,54999.0,54301.0,54269.0,54037.0,53871.0,53619.0,53174.0,53014.0,52668.0,52109.0,51477.0,50689.0,49916.0,
1519,진도군,전체인구(A),도시지역 인구현황(시군구),명,36529.0,35953.0,35206.0,34412.0,33931.0,33743.0,33502.0,33208.0,32998.0,32746.0,32476.0,32078.0,31765.0,31219.0,30715.0,31227.0,
1526,신안군,전체인구(A),도시지역 인구현황(시군구),명,46451.0,46714.0,45968.0,45718.0,45294.0,45428.0,44355.0,43898.0,44162.0,43747.0,43294.0,42652.0,42070.0,41263.0,40274.0,38938.0,
1533,경상북도,전체인구(A),도시지역 인구현황(시군구),명,2688491.0,2688577.0,2681364.0,2673931.0,2669876.0,2689920.0,2699195.0,2698353.0,2699440.0,2700794.0,2702826.0,2700398.0,2691706.0,2676831.0,2665836.0,2639422.0,
1540,경상북도,전체인구(A),도시지역 인구현황(시군구),명,,,,0.0,0.0,,0.0,,,,,,,,,,
1547,포항시,전체인구(A),도시지역 인구현황(시군구),명,507052.0,505008.0,505555.0,508119.0,509475.0,514755.0,517088.0,518913.0,519467.0,519368.0,519584.0,516775.0,513832.0,510013.0,507025.0,502916.0,
1554,경주시,전체인구(A),도시지역 인구현황(시군구),명,275087.0,273419.0,272206.0,269343.0,267466.0,267098.0,265488.0,264091.0,263283.0,261535.0,259773.0,259452.0,257903.0,256864.0,255402.0,253502.0,
1561,김천시,전체인구(A),도시지역 인구현황(시군구),명,141632.0,139682.0,139084.0,138056.0,135918.0,136136.0,136185.0,135504.0,135259.0,135456.0,140132.0,142256.0,142908.0,141104.0,141229.0,140548.0,
1568,안동시,전체인구(A),도시지역 인구현황(시군구),명,171387.0,168733.0,167916.0,167300.0,167432.0,167886.0,168157.0,168302.0,168461.0,168697.0,169221.0,168798.0,166272.0,162180.0,160052.0,158907.0,
1575,구미시,전체인구(A),도시지역 인구현황(시군구),명,374614.0,386465.0,391897.0,393959.0,396419.0,404920.0,413446.0,416949.0,419428.0,420320.0,419915.0,419891.0,421799.0,421494.0,419742.0,416328.0,
1582,영주시,전체인구(A),도시지역 인구현황(시군구),명,119098.0,116965.0,115083.0,113930.0,113309.0,113926.0,114148.0,113547.0,112625.0,110780.0,109735.0,109247.0,108371.0,106801.0,105067.0,103119.0,
1589,영천시,전체인구(A),도시지역 인구현황(시군구),명,107337.0,105029.0,105819.0,104022.0,103115.0,103190.0,104182.0,101798.0,100778.0,100689.0,100648.0,100521.0,100615.0,101595.0,102470.0,102015.0,
1596,상주시,전체인구(A),도시지역 인구현황(시군구),명,110444.0,108280.0,106600.0,105381.0,106208.0,105607.0,104685.0,104182.0,103346.0,102892.0,102374.0,101799.0,100947.0,100297.0,100688.0,97228.0,
1603,문경시,전체인구(A),도시지역 인구현황(시군구),명,78058.0,76177.0,74780.0,75486.0,76645.0,77391.0,76727.0,75899.0,75664.0,75911.0,75784.0,74702.0,73294.0,71874.0,72242.0,71406.0,
1610,경산시,전체인구(A),도시지역 인구현황(시군구),명,227766.0,234839.0,236881.0,237423.0,236459.0,240708.0,243684.0,246358.0,248805.0,253968.0,256888.0,258037.0,259485.0,261093.0,263185.0,263728.0,
1617,군위군,전체인구(A),도시지역 인구현황(시군구),명,27709.0,26687.0,25781.0,25309.0,24966.0,24736.0,24268.0,24119.0,24172.0,24170.0,24126.0,24171.0,24215.0,23919.0,23843.0,23256.0,
1624,의성군,전체인구(A),도시지역 인구현황(시군구),명,64457.0,62947.0,61366.0,60033.0,59109.0,58832.0,57744.0,57043.0,56064.0,55212.0,54477.0,54014.0,53474.0,52944.0,52595.0,51724.0,
1631,청송군,전체인구(A),도시지역 인구현황(시군구),명,29298.0,28465.0,27862.0,27289.0,26917.0,26715.0,26569.0,26481.0,26470.0,26453.0,26384.0,26301.0,26006.0,25678.0,25416.0,25044.0,
1638,영양군,전체인구(A),도시지역 인구현황(시군구),명,20025.0,19615.0,19119.0,18766.0,18553.0,18451.0,18241.0,18208.0,18297.0,18197.0,17898.0,17713.0,17479.0,17356.0,16993.0,16692.0,
1645,영덕군,전체인구(A),도시지역 인구현황(시군구),명,45003.0,46460.0,43470.0,42707.0,41710.0,41377.0,40794.0,40257.0,40142.0,39586.0,39191.0,39052.0,38529.0,38108.0,37361.0,36313.0,
1652,청도군,전체인구(A),도시지역 인구현황(시군구),명,46748.0,46144.0,45515.0,44711.0,44279.0,44391.0,44298.0,43968.0,43788.0,43993.0,43724.0,43564.0,43346.0,43057.0,42910.0,42263.0,
1659,고령군,전체인구(A),도시지역 인구현황(시군구),명,34271.0,34777.0,34907.0,34770.0,34535.0,34678.0,35455.0,35343.0,35198.0,35033.0,34594.0,34257.0,33768.0,32969.0,32373.0,31361.0,
1666,성주군,전체인구(A),도시지역 인구현황(시군구),명,46960.0,46358.0,45680.0,45024.0,45616.0,45289.0,45640.0,45127.0,45067.0,44981.0,45029.0,45205.0,45138.0,44672.0,44015.0,43414.0,
1673,칠곡군,전체인구(A),도시지역 인구현황(시군구),명,107750.0,111390.0,113851.0,116472.0,117288.0,119087.0,118838.0,119786.0,121182.0,122058.0,122829.0,123199.0,120864.0,118828.0,117047.0,114758.0,
1680,예천군,전체인구(A),도시지역 인구현황(시군구),명,50951.0,50218.0,48866.0,47993.0,47306.0,47049.0,46579.0,46027.0,45573.0,45104.0,44674.0,46166.0,49253.0,53274.0,55100.0,55613.0,
1687,봉화군,전체인구(A),도시지역 인구현황(시군구),명,36599.0,35608.0,35046.0,34628.0,34297.0,34567.0,34192.0,33934.0,33894.0,34023.0,33808.0,33539.0,33259.0,32843.0,32150.0,31494.0,
1694,울진군,전체인구(A),도시지역 인구현황(시군구),명,56707.0,55076.0,53955.0,53042.0,52529.0,52430.0,52045.0,51844.0,51953.0,52104.0,51885.0,51738.0,50974.0,50036.0,49314.0,48716.0,
1701,울릉군,전체인구(A),도시지역 인구현황(시군구),명,9538.0,10235.0,10125.0,10168.0,10325.0,10701.0,10742.0,10673.0,10524.0,10264.0,10153.0,10001.0,9975.0,9832.0,9617.0,9077.0,
1708,경상남도,전체인구(A),도시지역 인구현황(시군구),명,3160431.0,3172857.0,3196953.0,3225255.0,3250176.0,3290536.0,3308765.0,3319314.0,3333820.0,3350257.0,3364702.0,3373871.0,3380404.0,3373988.0,3362553.0,3340216.0,
1715,경상남도,전체인구(A),도시지역 인구현황(시군구),명,,,,0.0,0.0,,0.0,,,,,,,,,,
1722,창원시,전체인구(A),도시지역 인구현황(시군구),명,504520.0,503881.0,503930.0,503518.0,502727.0,1090181.0,1091881.0,1091471.0,1083731.0,1075168.0,1070064.0,1063907.0,1057032.0,1053601.0,1044740.0,1036738.0,
1729,마산시,전체인구(A),도시지역 인구현황(시군구),명,425018.0,421783.0,415805.0,411078.0,406307.0,,0.0,,,,,,,,,,
1736,진주시,전체인구(A),도시지역 인구현황(시군구),명,336234.0,333554.0,330756.0,331222.0,331720.0,335037.0,335502.0,337314.0,337071.0,340241.0,344426.0,346739.0,346681.0,345987.0,347334.0,348096.0,
1743,진해시,전체인구(A),도시지역 인구현황(시군구),명,156992.0,161175.0,163108.0,168696.0,171407.0,,0.0,,,,,,,,,,
1750,통영시,전체인구(A),도시지역 인구현황(시군구),명,132795.0,133127.0,134431.0,136275.0,137415.0,140297.0,140195.0,139347.0,139719.0,139439.0,139168.0,138160.0,135833.0,133720.0,131404.0,128293.0,
1757,사천시,전체인구(A),도시지역 인구현황(시군구),명,111293.0,112300.0,112499.0,112828.0,112724.0,114148.0,114133.0,115321.0,116851.0,116485.0,115452.0,114912.0,114252.0,113888.0,111925.0,111105.0,
1764,김해시,전체인구(A),도시지역 인구현황(시군구),명,443017.0,453728.0,464964.0,477572.0,492413.0,503348.0,507062.0,513260.0,522049.0,527240.0,528865.0,529422.0,532132.0,533672.0,542455.0,542338.0,
1771,밀양시,전체인구(A),도시지역 인구현황(시군구),명,113636.0,112025.0,111473.0,110858.0,110170.0,110479.0,109329.0,108755.0,108342.0,107765.0,107896.0,108354.0,107898.0,106744.0,105552.0,104831.0,
1778,거제시,전체인구(A),도시지역 인구현황(시군구),명,195609.0,201412.0,208208.0,217211.0,225522.0,228355.0,232787.0,236944.0,242077.0,248287.0,255828.0,257183.0,254073.0,250516.0,248276.0,245754.0,
1785,양산시,전체인구(A),도시지역 인구현황(시군구),명,222299.0,226425.0,231956.0,243012.0,250387.0,260239.0,266403.0,270460.0,279565.0,292376.0,301291.0,317037.0,338535.0,348639.0,350759.0,352229.0,
1792,의령군,전체인구(A),도시지역 인구현황(시군구),명,31099.0,31625.0,31418.0,30734.0,30496.0,30162.0,30045.0,30329.0,29417.0,29209.0,28544.0,28111.0,27849.0,27667.0,27168.0,26800.0,
1799,함안군,전체인구(A),도시지역 인구현황(시군구),명,61376.0,63460.0,64865.0,66050.0,66582.0,67207.0,66971.0,67425.0,67667.0,68741.0,69156.0,68937.0,68207.0,67025.0,65700.0,64182.0,
